Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,20SD,upper_band,lower_band,EMA,CS
2008-12-16,871.530029,914.659973,871.530029,913.179993,913.179993,6009780000,890.382856,859.6080961428571,40.46801741920909,940.5441309812753,778.6720613044389,899.605404003754,0
2008-12-17,908.159973,918.849976,895.940002,904.419983,904.419983,5907380000,889.6285661428573,862.1638096190476,41.663238619739104,945.4902868585258,778.8373323795694,902.815123334687,-1
2008-12-18,905.97998,911.02002,877.440002,885.280029,885.280029,5675000000,889.144287,863.4095255238095,39.79675057538427,943.0030266745781,783.8160243730409,891.1250604447714,-1
2008-12-19,886.960022,905.469971,883.02002,887.880005,887.880005,6705310000,887.5214319999999,867.2809535238094,29.637739441101346,926.5564324060122,808.0054746416067,888.9616901482493,0
2008-12-22,887.200012,887.369995,857.090027,871.630005,871.630005,4869850000,887.2414288571429,872.9566679523808,24.17823621007875,921.3131403725383,824.6001955322233,877.407233382736,-1
2008-12-23,874.309998,880.440002,860.099976,863.159973,863.159973,4051970000,884.874285,875.9628557619047,23.694032060918225,923.3509198837412,828.5747916400683,867.9090597942417,-1
2008-12-24,863.869995,869.789978,861.440002,868.150024,868.150024,1546550000,884.8142874285714,876.7409522380952,23.3407803172811,923.4225128726574,830.0593916035331,868.0697025980807,1
2008-12-26,869.51001,873.73999,866.52002,872.799988,872.799988,1880050000,879.0457152857143,877.4747604761906,23.243154684147605,923.9610698444858,830.9884511078953,871.2232261993604,1
2008-12-29,872.369995,873.700012,857.070007,869.419983,869.419983,3323430000,874.0457152857142,876.6052361904761,22.842769298558537,922.2907747875933,830.919697593359,870.0210640664535,-1
2008-12-30,870.580017,891.119995,870.580017,890.640015,890.640015,3627800000,874.8114275714286,876.3385707142857,18.256352117890874,912.8512749500674,839.8258664785039,883.7670313554844,1
2008-12-31,890.590027,910.320007,889.669983,903.25,903.25,4172940000,877.0071411428571,880.4833315714286,17.507097280811248,915.4975261330511,845.4691370098061,896.7556771184948,1
2009-01-02,902.98999,934.72998,899.349976,931.799988,931.799988,4048270000,885.6028530000001,884.435235857143,20.496628265189642,925.4284923875223,843.4419793267637,920.1185510394982,1
