Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,20SD,upper_band,lower_band,EMA,CS
2001-01-31,1381.0,1394.0,1371.25,1373.5,1373.5,89199.0,1370.107142857143,1345.345238095238,23.014079643603058,1391.3733973824442,1299.317078808032,1374.9490313122128,0
2001-02-01,1373.5,1383.5,1366.25,1382.5,1382.5,101160.0,1372.4642857142858,1349.2738095238096,24.19564921198588,1397.6651079477815,1300.8825110998378,1379.9830104375649,1
2001-02-02,1382.5,1386.0,1352.75,1353.25,1353.25,185372.0,1370.0357142857142,1349.0,24.216267911859305,1397.4325358237186,1300.5674641762814,1362.161003478999,-1
2001-02-05,1354.25,1363.0,1351.25,1362.0,1362.0,92786.0,1369.607142857143,1349.6190476190477,21.906409780556995,1393.4318671801616,1305.8062280579338,1362.0536678263325,1
2001-02-06,1362.75,1370.5,1356.0,1356.25,1356.25,91631.0,1368.607142857143,1352.107142857143,19.506826571606545,1391.120796000356,1313.0934897139298,1358.1845559421063,-1
2001-02-07,1355.0,1356.5,1339.5,1349.5,1349.5,105779.0,1365.6785714285713,1354.0119047619048,16.383741138220177,1386.7793870383452,1321.2444224854644,1352.3948519806997,-1
2001-02-08,1348.75,1356.5,1333.75,1335.25,1335.25,102130.0,1358.892857142857,1355.2738095238096,15.69735877045622,1386.6685270647222,1323.879091982897,1340.9649506602318,-1
2001-02-09,1336.25,1338.5,1318.75,1321.0,1321.0,90360.0,1351.392857142857,1354.9880952380952,16.975499953880842,1388.9390951458568,1321.0370953303336,1327.6549835534101,-1
2001-02-12,1321.75,1338.0,1319.25,1333.75,1333.75,109773.0,1344.4285714285713,1354.9285714285713,16.69168954899407,1388.3119505265595,1321.5451923305832,1331.7183278511368,1
2001-02-13,1334.25,1342.0,1322.25,1326.0,1326.0,115469.0,1340.5357142857142,1354.7380952380952,17.414504503581533,1389.5671042452582,1319.9090862309322,1327.906109283712,-1
2001-02-14,1326.25,1326.75,1308.5,1319.75,1319.75,138185.0,1334.5,1354.0,18.95935750077265,1391.9187150015453,1316.0812849984547,1322.4687030945706,-1
2001-02-15,1320.0,1335.75,1318.5,1333.0,1333.0,102102.0,1331.1785714285713,1353.595238095238,19.559608622712354,1392.7144553406629,1314.4760208498133,1329.4895676981903,1
2001-02-16,1330.25,1330.25,1296.25,1305.0,1305.0,96917.0,1324.8214285714287,1351.1666666666667,22.360032482793468,1395.8867316322537,1306.4466017010798,1313.16318923273,-1
2001-02-20,1304.25,1311.5,1281.75,1285.25,1285.25,111887.0,1317.6785714285713,1348.154761904762,26.707513603754613,1401.569789112271,1294.7397346972527,1294.55439641091,-1
2001-02-21,1284.5,1288.5,1255.0,1256.5,1256.5,147007.0,1308.4642857142858,1343.3214285714287,33.18794912472394,1409.6973268208765,1276.9455303219809,1269.1847988036368,-1
2001-02-22,1258.0,1264.75,1230.25,1257.25,1257.25,160101.0,1297.5357142857142,1338.142857142857,37.49791880189732,1413.1386947466517,1263.1470195390625,1261.228266267879,0
2001-02-23,1257.5,1261.75,1217.0,1247.5,1247.5,145235.0,1286.3214285714287,1332.297619047619,41.76565850388519,1415.8289360553895,1248.7663020398486,1252.0760887559597,-1
2001-02-26,1251.25,1274.25,1243.75,1273.25,1273.25,121672.0,1279.6785714285713,1327.9285714285713,42.90275685841913,1413.7340851454096,1242.123057711733,1266.19202958532,1
2001-02-27,1273.0,1277.0,1254.25,1264.0,1264.0,142507.0,1269.8214285714287,1323.202380952381,43.74142585154617,1410.6852326554733,1235.7195292492886,1264.73067652844,-1
2001-02-28,1263.75,1269.0,1230.75,1242.0,1242.0,153327.0,1260.8214285714287,1317.107142857143,44.57497380227693,1406.2570904616969,1227.957195252589,1249.5768921761467,-1
2001-03-01,1239.25,1244.0,1215.5,1243.5,1243.5,148305.0,1254.857142857143,1310.4761904761904,44.89234930715672,1400.2608890905037,1220.691491861877,1245.5256307253821,1
2001-03-02,1243.0,1254.25,1221.0,1234.0,1234.0,145749.0,1251.642857142857,1303.8333333333333,44.07756321471671,1391.9884597627668,1215.6782069038998,1237.8418769084608,-1
2001-03-05,1236.25,1244.5,1234.75,1243.75,1243.75,104974.0,1249.7142857142858,1297.2261904761904,43.902336288390416,1385.0308630529712,1209.4215178994095,1241.7806256361537,1
2001-03-06,1243.5,1270.5,1242.5,1256.75,1256.75,128365.0,1251.0357142857142,1292.6309523809523,41.62491307087456,1375.8807785227013,1209.3811262392032,1251.7602085453846,1
2001-03-07,1257.0,1266.75,1254.75,1265.75,1265.75,136392.0,1249.9642857142858,1288.047619047619,38.76917819133574,1365.5859754302905,1210.5092626649475,1261.0867361817948,1
2001-03-08,1267.0,1269.25,1258.25,1265.5,1265.5,12348.0,1250.1785714285713,1283.7261904761904,35.809609394685644,1355.3454092655616,1212.1069716868192,1264.0289120605983,0
2001-03-09,1266.5,1266.5,1227.25,1231.75,1231.75,4320.0,1248.7142857142858,1278.1190476190477,34.939560126625175,1347.9981678722982,1208.2399273657973,1242.5096373535328,-1
2001-03-12,1230.0,1233.25,1173.0,1178.0,1178.0,3154.0,1239.357142857143,1270.6309523809523,39.430357911131644,1349.4916682032156,1191.770236558689,1199.5032124511774,-1
2001-03-13,1178.25,1199.25,1171.25,1196.5,1196.5,3349.0,1234.0,1264.702380952381,39.34897845259891,1343.4003378575787,1186.0044240471832,1197.5010708170591,1
2001-03-14,1199.0,1199.0,1154.0,1167.0,1167.0,2228.0,1223.0357142857142,1256.7619047619048,41.57741669400946,1339.9167381499237,1173.607071373886,1177.1670236056864,-1
2001-03-15,1169.5,1182.0,1164.0,1171.25,1171.25,1490.0,1210.8214285714287,1249.392857142857,42.338819750846355,1334.0704966445498,1164.7152176411644,1173.2223412018955,1
2001-03-16,1175.0,1181.75,1165.0,1169.75,1169.75,150117.0,1197.107142857143,1242.25,40.34760762163458,1322.945215243269,1161.554784756731,1170.9074470672986,-1
2001-03-19,1164.75,1186.75,1158.25,1180.5,1180.5,116313.0,1184.9642857142858,1234.9880952380952,39.0015582515947,1312.9912117412846,1156.9849787349058,1177.3024823557662,1
2001-03-20,1180.5,1193.25,1151.25,1152.5,1152.5,148873.0,1173.642857142857,1227.7261904761904,40.6323697768676,1308.9909300299255,1146.4614509224552,1160.7674941185887,-1
2001-03-21,1153.0,1161.25,1127.0,1132.75,1132.75,184502.0,1167.1785714285713,1220.4642857142858,44.770634392950605,1310.005554500187,1130.9230169283846,1142.0891647061962,-1
2001-03-22,1133.0,1136.75,1088.0,1119.0,1119.0,201555.0,1156.107142857143,1213.9166666666667,48.97461748594479,1311.8659016385564,1115.9674316947771,1126.6963882353987,-1
2001-03-23,1122.25,1155.0,1120.5,1153.25,1153.25,159208.0,1154.142857142857,1208.9642857142858,49.87974189303363,1308.723769500353,1109.2048019282186,1144.3987960784661,1
2001-03-26,1153.25,1170.75,1150.75,1166.5,1166.5,124308.0,1153.4642857142858,1205.107142857143,48.101427924968185,1301.3099987070793,1108.9042870072064,1159.1329320261555,1
2001-03-27,1166.25,1194.5,1160.75,1189.75,1189.75,133168.0,1156.3214285714287,1201.1309523809523,45.852773189965056,1292.8364987608825,1109.425406001022,1179.5443106753853,1
2001-03-28,1189.25,1189.25,1155.5,1159.5,1159.5,143824.0,1153.3214285714287,1196.154761904762,45.39356224643422,1286.9418863976305,1105.3676374118934,1166.181436891795,-1
2001-03-29,1160.5,1173.25,1143.75,1161.5,1161.5,147604.0,1154.607142857143,1192.3214285714287,44.365814468134054,1281.0530575076968,1103.5897996351605,1163.0604789639317,1
2001-03-30,1161.0,1175.0,1151.5,1174.0,1174.0,124217.0,1160.5,1189.0119047619048,43.23113179849429,1275.4741683588934,1102.5496411649162,1170.3534929879772,1
2001-04-02,1173.0,1178.75,1145.25,1149.75,1149.75,141934.0,1164.892857142857,1185.0,41.795387793263785,1268.5907755865276,1101.4092244134724,1156.6178309959923,-1
2001-04-03,1150.75,1153.75,1106.5,1108.5,1108.5,188781.0,1158.5,1178.5595238095239,40.9907242395646,1260.540972288653,1096.5780753303948,1124.539276998664,-1
2001-04-04,1109.0,1126.25,1098.5,1112.5,1112.5,186025.0,1150.7857142857142,1171.6904761904761,37.214657818912606,1246.1197918283015,1097.2611605526508,1116.513092332888,1
2001-04-05,1113.0,1161.25,1113.0,1155.0,1155.0,161660.0,1145.8214285714287,1166.4166666666667,29.147681477711274,1224.7120296220892,1108.1213037112443,1142.1710307776293,1
2001-04-06,1156.0,1165.25,1126.5,1140.5,1140.5,182660.0,1143.107142857143,1160.4642857142858,24.306080027753936,1209.0764457697937,1111.8521256587778,1141.0570102592098,-1
2001-04-09,1138.0,1155.25,1133.5,1150.25,1150.25,179040.0,1141.5,1156.5833333333333,23.825499801457696,1204.2343329362486,1108.932333730418,1147.1856700864034,1
2001-04-10,1149.75,1182.5,1149.5,1172.0,1172.0,179040.0,1141.2142857142858,1156.297619047619,22.180223973758707,1200.6580669951366,1111.9371711001015,1163.728556695468,1
2001-04-11,1173.0,1194.0,1166.0,1173.25,1173.25,169708.0,1144.5714285714287,1155.1904761904761,22.41158065305092,1200.013637496578,1110.3673148843743,1170.076185565156,1
2001-04-12,1173.5,1194.0,1163.0,1192.25,1192.25,144921.0,1156.5357142857142,1156.392857142857,23.68827158165202,1203.769400306161,1109.0163139795532,1184.8587285217188,1
2001-04-16,1192.5,1195.25,1173.75,1182.0,1182.0,131826.0,1166.4642857142858,1156.904761904762,24.224345491126737,1205.3534528870155,1108.4560709225084,1182.9529095072396,-1
2001-04-17,1180.25,1200.75,1167.0,1195.5,1195.5,169897.0,1172.25,1158.1309523809523,25.225753731367053,1208.5824598436864,1107.6794449182182,1191.317636502413,1
2001-04-18,1206.0,1267.5,1206.0,1246.25,1246.25,170538.0,1187.357142857143,1161.2619047619048,32.11324534075601,1225.4883954434167,1097.035414080393,1227.939212167471,1
2001-04-19,1249.0,1262.5,1238.5,1258.75,1258.75,155757.0,1202.857142857143,1166.3214285714287,37.96171894505,1242.2448664615288,1090.3979906813286,1248.479737389157,1
2001-04-20,1260.25,1268.0,1240.25,1251.5,1251.5,140825.0,1214.2142857142858,1171.9761904761904,40.44111215868576,1252.858414793562,1091.0939661588188,1250.4932457963857,-1
2001-04-23,1251.0,1252.0,1222.5,1226.0,1226.0,133867.0,1221.75,1177.0714285714287,41.6704232955631,1260.4122751625548,1093.7305819803025,1234.164415265462,-1
2001-04-24,1226.0,1239.5,1213.75,1216.5,1216.5,143201.0,1225.2142857142858,1180.0833333333333,42.4207058273972,1264.9247449881277,1095.2419216785388,1222.3881384218205,-1
