Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,20SD,upper_band,lower_band,EMA,CS
2003-05-13,1533.079956,1534.802979,1481.744995,1485.307007,1485.307007,22600.0,1510.9084124285714,1550.3672804761904,44.68234168486511,1639.7319638459207,1461.0025971064601,1499.4068418750437,-1
2003-05-14,1480.110962,1523.323975,1477.251953,1522.92395,1522.92395,18200.0,1513.6704101428572,1550.4527994285713,44.37846265668104,1639.2097247419333,1461.6958741152093,1515.084913958348,1
2003-05-15,1524.499023,1555.557007,1516.425049,1555.285034,1555.285034,22800.0,1523.4044188571427,1552.3648506666668,43.74912893758241,1639.8631085418317,1464.866592791502,1541.884993986116,1
2003-05-16,1555.906982,1560.723999,1543.166992,1554.452026,1554.452026,16000.0,1525.7988454285714,1553.9791840476191,43.6821452085641,1641.3434744647473,1466.614893630491,1550.2630153287053,0
2003-05-19,1557.293945,1563.107056,1546.751953,1555.447021,1555.447021,13400.0,1532.3894215714286,1554.5398064761905,43.675525030426606,1641.8908565370436,1467.1887564153374,1553.7190191095685,0
2003-05-20,1553.69104,1553.844971,1530.666992,1535.52002,1535.52002,11400.0,1534.4002858571428,1553.7940905714286,43.55001947242149,1640.8941295162715,1466.6940516265856,1541.586353036523,-1
2003-05-21,1534.600952,1547.313965,1530.046021,1533.483032,1533.483032,9000.0,1534.6311557142858,1551.7285213809523,41.06345042890638,1633.8554222387652,1469.6016205231394,1536.1841390121745,0
2003-05-22,1532.185059,1546.392944,1522.187012,1546.113037,1546.113037,9600.0,1543.3177314285713,1548.397141190476,36.1264303630707,1620.6500019166174,1476.1442804643348,1542.8034043373916,1
2003-05-23,1547.155029,1571.688965,1547.088989,1560.954956,1560.954956,18200.0,1548.7507322857143,1545.0392833333335,33.34858293502287,1611.7364492033792,1478.3421174632879,1554.9044387791307,1
2003-05-26,1563.204956,1574.385986,1561.040039,1569.511963,1569.511963,15200.0,1550.7831507142857,1543.2903296666668,29.612560467106075,1602.515450600879,1484.0652087324547,1564.6427882597102,0
2003-05-27,1572.307983,1575.625977,1558.125977,1568.340942,1568.340942,14200.0,1552.7672815714286,1541.1349457619046,26.566384759277156,1594.267715280459,1488.0021762433503,1567.10822408657,0
2003-05-28,1569.328003,1576.624023,1549.062012,1551.811035,1551.811035,15000.0,1552.2478549999998,1538.693708095238,25.593476516881324,1589.8806611290006,1487.5067550614754,1556.9100980288567,-1
2003-05-29,1549.052002,1568.541992,1543.340942,1568.156006,1568.156006,14800.0,1556.9101387142857,1538.5242803333333,25.558847408427106,1589.6419751501876,1487.406585516479,1564.407370009619,1
2003-05-30,1570.920044,1581.612061,1567.280029,1576.260986,1576.260986,16200.0,1563.0212749999998,1538.8847074285713,27.01728920347939,1592.9192858355302,1484.8501290216125,1572.3097806698731,0
2003-06-02,1577.987061,1578.868042,1564.610962,1576.527954,1576.527954,11600.0,1567.3662631428572,1540.5308023333332,26.946801800513185,1594.4244059343596,1486.6371987323068,1575.1218962232908,0
2003-06-03,1577.078003,1582.411987,1561.082031,1562.237061,1562.237061,11200.0,1567.549421,1543.323521142857,23.906050454536135,1591.1356220519294,1495.5114202337847,1566.5320060744305,-1
2003-06-04,1560.666992,1574.767944,1546.620972,1574.110962,1574.110962,14200.0,1568.2064208571428,1547.4646634761905,24.606067183977256,1596.676797844145,1498.2525291082359,1571.5846433581435,1
2003-06-05,1575.307983,1575.63501,1555.448975,1556.249023,1556.249023,11800.0,1566.4790038571427,1548.3483769523812,22.90633542696162,1594.1610478063044,1502.535706098458,1561.3608964527145,-1
2003-06-06,1553.194946,1557.762939,1538.097046,1538.920044,1538.920044,10600.0,1564.6374337142859,1549.7582367619048,22.065525632391704,1593.889288026688,1505.6271854971214,1546.400328150905,-1
2003-06-09,1536.272949,1548.140991,1527.834961,1530.214966,1530.214966,9800.0,1559.217285142857,1550.1759032380953,22.14455267124953,1594.4650085805945,1505.8867978955961,1535.6100867169682,-1
2003-06-10,1529.532959,1541.385986,1529.515015,1538.761963,1538.761963,6800.0,1553.860281857143,1550.5042375238095,16.22020393368101,1582.9446453911714,1518.0638296564475,1537.7113375723227,0
2003-06-11,1540.715942,1566.901978,1540.703979,1565.839966,1565.839966,13200.0,1552.3334264285716,1554.3391403333333,14.692332130196569,1583.7238045937263,1524.9544760729402,1556.4637565241076,1
2003-06-12,1566.921021,1569.125977,1556.529053,1562.105957,1562.105957,8200.0,1552.3146972857141,1556.2049501904762,14.75609109273202,1585.7171323759403,1526.692768005012,1560.225223508036,0
2003-06-13,1562.609009,1572.412964,1560.301025,1566.765991,1566.765991,9600.0,1551.2654157142858,1556.7516624285713,14.93292130246681,1586.617505033505,1526.8858198236376,1564.5857351693455,0
2003-06-16,1568.187988,1569.546997,1555.371948,1559.704956,1559.704956,8000.0,1551.7591204285714,1557.001801952381,14.94196636249853,1586.885734677378,1527.1178692273838,1561.3318823897819,-1
2003-06-17,1559.121948,1564.944946,1552.43396,1557.175049,1557.175049,7200.0,1554.3669782857141,1557.084089,14.05577981652464,1585.1956486330491,1528.9725293669508,1558.560660129927,0
2003-06-18,1556.894043,1565.916992,1552.828979,1553.876953,1553.876953,8800.0,1557.7472621428572,1557.9582286666666,12.860049553634804,1583.6783277739362,1532.238129559397,1555.4381887099755,0
2003-06-19,1554.015991,1557.375977,1530.375977,1538.754028,1538.754028,10000.0,1557.7461285714285,1558.2092284761904,13.34961647807869,1584.9084614323478,1531.509995520033,1544.3154149033253,-1
2003-06-20,1537.498047,1542.416992,1528.301025,1529.469971,1529.469971,6600.0,1552.550415,1557.4167015238095,14.855370231294437,1587.1274419863983,1527.7059610612207,1534.4184523011083,-1
2003-06-23,1524.577026,1524.909058,1509.43396,1511.36499,1511.36499,7400.0,1545.3017054285715,1555.0552745714285,17.737554348954134,1590.5303832693369,1519.5801658735202,1519.0494774337028,-1
2003-06-24,1509.107056,1515.843018,1504.723999,1512.428955,1512.428955,6400.0,1537.5392717142856,1552.337036095238,19.709939091043605,1591.7569142773252,1512.917157913151,1514.6357958112342,0
2003-06-25,1512.487061,1515.922974,1498.958008,1502.077026,1502.077026,6800.0,1529.3067102857144,1549.1816115238096,22.599111295417533,1594.3798341146446,1503.9833889329745,1506.2632826037445,-1
2003-06-26,1500.343018,1517.208008,1486.081055,1515.375,1515.375,9400.0,1523.3352747142858,1547.4465622380953,23.320835546497023,1594.0882333310894,1500.8048911451012,1512.3377608679148,1
2003-06-27,1516.813965,1516.865967,1494.444946,1497.053955,1497.053955,7600.0,1515.2177035714285,1544.0607502857142,24.67130108283151,1593.4033524513773,1494.7181481200512,1502.1485569559718,-1
2003-06-30,1493.689941,1500.968994,1483.686035,1486.024048,1486.024048,5800.0,1507.6848492857146,1539.7637532380952,26.335842875963376,1592.435438990022,1487.0920674861684,1491.3988843186573,-1
2003-07-01,1485.520996,1502.571045,1482.819946,1484.703979,1484.703979,6600.0,1501.2897075714286,1535.3911830000002,28.208688319749992,1591.8085596395001,1478.9738063605002,1486.935614106219,0
2003-07-02,1485.444946,1499.970947,1477.873047,1499.682007,1499.682007,6800.0,1499.62071,1532.412370904762,27.547090084937814,1587.5065510746376,1477.3181907348862,1495.4332093687397,1
2003-07-03,1501.902954,1507.706055,1497.741943,1504.436035,1504.436035,6600.0,1498.4788642857145,1529.094517238095,27.41706010581796,1583.928637449731,1474.260397026459,1501.435093122913,0
2003-07-04,1504.597046,1510.171997,1497.462036,1502.348999,1502.348999,6400.0,1498.5177175714286,1526.5278494285715,27.848094851130128,1582.2240391308317,1470.8316597263113,1502.0443637076378,0
2003-07-07,1500.850952,1503.810059,1490.967041,1501.484009,1501.484009,6000.0,1496.5332902857142,1524.7451810952382,28.35074779415709,1581.4466766835524,1468.043685506924,1501.6707939025462,0
2003-07-08,1501.620972,1513.553955,1500.97998,1512.019043,1512.019043,6600.0,1498.67116,1523.8787085714287,28.271829511486576,1580.4223675944017,1467.3350495484556,1508.569626634182,1
2003-07-09,1512.338013,1513.276978,1499.337036,1503.313965,1503.313965,5400.0,1501.141148142857,1522.1907086666668,26.715122870365114,1575.620954407397,1468.7604629259365,1505.0658522113943,-1
2003-07-10,1503.509033,1532.192017,1501.708984,1531.927002,1531.927002,13400.0,1507.8872942857142,1520.5758056190475,25.010060085816832,1570.5959257906811,1470.555685447414,1522.9732854037982,1
2003-07-11,1532.640991,1535.974976,1523.244019,1528.854004,1528.854004,8800.0,1512.0547224285713,1518.9923792857142,22.46662946811528,1563.9256382219446,1474.0591203494837,1526.8937644679327,0
2003-07-14,1528.392944,1529.328979,1519.119019,1521.41394,1521.41394,6200.0,1514.4801374285712,1516.8327578095239,20.108062403321945,1557.0488826161677,1476.61663300288,1523.2405481559774,-1
2003-07-15,1521.563965,1531.004028,1516.892944,1525.438965,1525.438965,7200.0,1517.778704,1515.2010439523808,17.685106911159377,1550.5712577746995,1479.8308301300622,1524.706159385326,0
2003-07-16,1525.499023,1529.817017,1520.411987,1529.490967,1529.490967,7000.0,1521.779698,1513.8827543333334,15.421757557639548,1544.7262694486126,1483.0392392180543,1527.896031128442,0
2003-07-17,1529.972046,1540.19397,1529.355957,1539.358032,1539.358032,12800.0,1525.685267857143,1513.1913771428572,15.477638300928014,1544.1466537447131,1482.2361005410012,1535.537365042814,0
2003-07-18,1539.04895,1539.061035,1506.487061,1507.161987,1507.161987,11400.0,1526.2349852857144,1511.6869942380952,14.940305710080457,1541.567605658256,1481.8063828179343,1516.6204463476045,-1
2003-07-21,1501.390015,1504.708008,1483.572998,1495.88501,1495.88501,10200.0,1521.0861292857142,1510.0877103809523,15.305883762260462,1540.6994779054733,1479.4759428564314,1502.796822115868,-1
2003-07-22,1499.892944,1510.307983,1485.463989,1498.484985,1498.484985,8800.0,1516.7476979999997,1509.4743768095238,15.50682453698387,1540.4880258834917,1478.460727735556,1499.9222640386226,0
2003-07-23,1499.307007,1505.312012,1491.66394,1502.147949,1502.147949,6800.0,1513.9954135714286,1508.984805095238,15.505087426382623,1539.9949799480032,1477.9746302424728,1501.4060540128742,0
2003-07-24,1503.057983,1503.380981,1491.198975,1493.45105,1493.45105,6400.0,1509.4257114285715,1508.5740443333332,15.826895069873537,1540.2278344730803,1476.920254193586,1496.1027180042913,-1
2003-07-25,1494.578003,1502.639038,1471.286011,1477.651001,1477.651001,14400.0,1502.0200019999997,1506.7776634285715,17.092356094031345,1540.9623756166343,1472.5929512405087,1483.8015733347638,-1
2003-07-28,1474.735962,1474.743042,1464.865967,1470.392944,1470.392944,6600.0,1492.1678465714285,1505.5080914761904,18.420443468225,1542.3489784126405,1468.6672045397404,1474.862487111588,-1
2003-07-29,1470.391968,1480.583984,1469.932983,1477.296021,1477.296021,5400.0,1487.90128,1505.0924711428572,18.948325358409324,1542.9891218596758,1467.1958204260386,1476.484843037196,0
2003-07-30,1477.41394,1483.067017,1468.822021,1479.651978,1479.651978,6600.0,1485.5822754285714,1504.8518996666667,19.815551201262096,1544.483002069191,1465.2207972641424,1478.5962663457321,0
2003-07-31,1480.012939,1482.598022,1474.140015,1476.741943,1476.741943,5600.0,1482.4761265714283,1503.7595156666666,20.80793301515035,1545.3753816969672,1462.143649636366,1477.3600507819108,0
2003-08-01,1476.469971,1478.359009,1464.978027,1476.968994,1476.968994,6200.0,1478.8791330000001,1502.4515613333333,21.65306554898673,1545.7576924313069,1459.1454302353598,1477.0993462606368,0
2003-08-04,1476.823975,1494.416016,1471.890015,1494.36499,1494.36499,7400.0,1479.009695857143,1502.0713704285715,21.72828035540779,1545.5279311393872,1458.6148097177559,1488.6097754202121,1
2003-08-05,1494.485962,1497.008057,1488.967041,1494.312012,1494.312012,5600.0,1481.3898402857144,1501.7298467619048,21.663527104883144,1545.056900971671,1458.4027925521386,1492.411266473404,0
2003-08-06,1493.026001,1493.389038,1482.685059,1486.251953,1486.251953,5600.0,1483.655413,1500.5028424761904,21.91106958753447,1544.3249816512593,1456.6807033011214,1488.3050574911347,-1
2003-08-07,1485.740967,1497.102051,1485.062012,1487.369995,1487.369995,5400.0,1485.094552142857,1499.7436058095238,20.768151801488575,1541.279909412501,1458.2073022065467,1487.681682497045,0
2003-08-08,1487.166016,1487.407959,1468.437988,1471.271973,1471.271973,7200.0,1483.8974085714285,1496.855271095238,20.270697027144273,1537.3966651495266,1456.3138770409496,1476.7418761656816,-1
2003-08-11,1469.261963,1474.723022,1462.723999,1474.412964,1474.412964,4600.0,1483.5646972857144,1494.2628406190477,19.7973937356545,1533.8576280903567,1454.6680531477386,1475.1892680552273,0
2003-08-12,1473.987061,1484.584961,1472.387939,1479.282959,1479.282959,4000.0,1483.8952637142859,1492.2566034285712,18.449658137730175,1529.1559197040315,1455.357287153111,1477.9183953517422,0
2003-08-13,1479.668945,1481.11499,1465.060059,1465.827026,1465.827026,4800.0,1479.8184117142857,1489.4179396666668,16.804801467612677,1523.0275426018923,1455.8083367314414,1469.8574824505806,-1
2003-08-14,1464.380981,1475.021973,1451.608032,1455.899048,1455.899048,7000.0,1474.3308454285714,1485.9135625714287,13.203694570742133,1512.320951712913,1459.5061734299443,1460.5518594835269,-1
2003-08-15,1454.68396,1457.633057,1447.109985,1450.203003,1450.203003,6600.0,1469.1809954285714,1481.668085,13.89723830841487,1509.4625616168298,1453.8736083831702,1453.6526218278423,-1
2003-08-18,1449.667969,1451.666016,1442.480957,1445.088989,1445.088989,5000.0,1463.1408517142856,1478.712227952381,15.469715850706072,1509.651659653793,1447.772796250969,1447.9435332759476,-1
2003-08-19,1444.659058,1453.446045,1444.22998,1449.712036,1449.712036,4600.0,1460.0608607142858,1476.513514904762,15.884919235971507,1508.283353376705,1444.7436764328188,1449.1225350919824,0
2003-08-20,1449.495972,1450.470947,1432.753052,1441.66394,1441.66394,5600.0,1455.3824287142857,1473.8077508571428,16.280183557187982,1506.3681179715188,1441.2473837427667,1444.150138363994,-1
2003-08-21,1441.776001,1442.858032,1434.312988,1441.089966,1441.089966,5800.0,1449.9262868571427,1470.900227857143,16.9130296949224,1504.7262872469878,1437.074168467298,1442.1100234546648,0
2003-08-22,1438.786011,1446.276001,1436.901978,1438.883057,1438.883057,5200.0,1446.0771484285713,1468.301752,18.139684051586382,1504.581120103173,1432.0223838968273,1439.9587124848883,0
2003-08-25,1434.212036,1434.212036,1419.262939,1422.176025,1422.176025,5600.0,1441.2595737142856,1465.6600864761906,20.791953729073576,1507.2439939343378,1424.0761790180434,1428.1035874949628,-1
2003-08-26,1420.854004,1428.412964,1417.832031,1425.212036,1425.212036,5000.0,1437.6894355714287,1463.5086146666665,22.42433310625701,1508.3572808791805,1418.6599484541525,1426.175886498321,0
2003-08-27,1425.14502,1432.349976,1420.354004,1425.362061,1425.362061,4400.0,1434.871303,1461.035568952381,23.5377563411565,1508.111081634694,1413.960056270068,1425.633336166107,0
2003-08-28,1425.734009,1428.345947,1414.879028,1415.692993,1415.692993,4800.0,1430.0114397142856,1457.989903,25.1686444116622,1508.3271918233243,1407.6526141766756,1419.0064407220354,-1
2003-08-29,1414.41394,1422.350952,1406.68103,1421.983032,1421.983032,5800.0,1427.1998814285712,1455.3823358095237,25.871909920930403,1507.1261556513846,1403.638515967663,1420.990834907345,0
2003-09-01,1423.353027,1450.041016,1420.123047,1449.81604,1449.81604,9000.0,1428.4464634285712,1454.089338,24.098152707688325,1502.2856434153766,1405.8930325846234,1440.2076383024485,1
2003-09-02,1450.505981,1456.552979,1442.009033,1446.511963,1446.511963,9000.0,1429.5363071428571,1451.8106224285712,21.964674239605454,1495.739970907782,1407.8812739493603,1444.4105214341496,0
2003-09-03,1446.277954,1451.224976,1438.692993,1447.849976,1447.849976,7400.0,1433.2040144285713,1449.5981445238094,20.20815821816195,1490.0144609601334,1409.1818280874854,1446.7034911447165,0
2003-09-04,1447.765015,1453.428955,1443.383057,1447.425049,1447.425049,7200.0,1436.3773019999996,1447.7492443333333,17.93385477249845,1483.6169538783302,1411.8815347883365,1447.1845297149055,0
2003-09-05,1446.937012,1446.974976,1424.167969,1431.532959,1431.532959,8000.0,1437.2588588571427,1445.090337857143,17.14348199121443,1479.3773018395718,1410.803373874714,1436.7501492383017,-1
2003-09-08,1429.463013,1429.560059,1421.140991,1425.727051,1425.727051,6000.0,1438.6922957142856,1442.921532047619,15.982255633520106,1474.8860433146592,1410.9570207805787,1429.4014170794337,-1
2003-09-09,1424.692993,1429.71106,1414.881958,1420.073975,1420.073975,6200.0,1438.4195732857145,1440.333961142857,13.938458991738635,1468.2108791263345,1412.4570431593797,1423.1831223598113,-1
2003-09-10,1419.519043,1424.774048,1415.723022,1423.177002,1423.177002,5000.0,1434.6139964285717,1437.6622489047618,12.72942764815792,1463.1211042010775,1412.203393608446,1423.1790421199369,0
2003-09-11,1422.900024,1429.555054,1421.821045,1423.959961,1423.959961,4400.0,1431.3922818571427,1435.668579142857,12.12422346685659,1459.9170260765702,1411.4201322091437,1423.6996547066456,0
2003-09-12,1426.339966,1426.80603,1407.952026,1409.161987,1409.161987,10065200.0,1425.8654262857144,1433.4430048095237,12.808391368775979,1459.0597875470758,1407.8262220719716,1414.0078762355486,-1
2003-09-15,1407.807007,1416.07605,1394.269043,1397.540039,1397.540039,7000.0,1418.7389962857144,1430.9352446190476,14.649770506398873,1460.2347856318454,1401.6357036062498,1403.0293180785163,-1
2003-09-16,1396.753052,1406.723022,1389.485962,1406.104004,1406.104004,6600.0,1415.1062884285716,1429.0788167619048,14.84111933907394,1458.7610554400526,1399.396578083757,1405.0791086928386,0
2003-09-17,1406.248047,1406.366943,1386.781006,1389.822021,1389.822021,6000.0,1409.9769984285715,1426.2269112857143,16.74307795972745,1459.7130672051692,1392.7407553662595,1394.9077168976128,-1
2003-09-18,1388.092041,1395.20105,1383.400024,1390.484985,1390.484985,5800.0,1405.7499998571427,1423.7898181904761,18.030230712450205,1459.8502796153766,1387.7293567655756,1391.959228965871,0
2003-09-19,1390.839966,1395.603027,1383.717041,1391.369995,1391.369995,5400.0,1401.2061417142856,1421.4222005238096,18.92486723404835,1459.2719349919062,1383.572466055713,1391.5664063219572,0
2003-09-22,1392.896973,1395.06897,1378.322998,1381.442993,1381.442993,4800.0,1395.1322891428572,1418.6869593809522,20.83588481219845,1460.358729005349,1377.0151897565554,1384.817464107319,-1
2003-09-23,1380.848999,1390.350952,1372.854004,1390.17395,1390.17395,6000.0,1392.4197124285713,1417.1630510476189,21.698113560571294,1460.5592781687615,1373.7668239264763,1388.3884547024397,0
2003-09-24,1391.404053,1396.944946,1386.787964,1394.229004,1394.229004,6000.0,1391.9467074285715,1415.6876685714287,22.160394907659427,1460.0084583867476,1371.3668787561098,1392.2821542341464,0
2003-09-25,1394.494019,1394.737061,1374.791016,1376.291016,1376.291016,4800.0,1387.6877091428573,1413.3509521428573,23.805052917746877,1460.9610579783512,1365.7408463073634,1381.621395411382,-1
2003-09-26,1374.602051,1377.870972,1367.745972,1370.843018,1370.843018,4600.0,1384.976423,1411.215239047619,25.501908859960498,1462.21905676754,1360.211421327698,1374.4358104704606,-1
2003-09-29,1369.437012,1369.477051,1353.244995,1355.334961,1355.334961,4800.0,1379.954991,1408.0415213809524,26.59750127850115,1461.2365239379546,1354.8465188239502,1361.701910823487,-1
2003-09-30,1354.647949,1371.072998,1348.222046,1367.161011,1367.161011,6000.0,1376.4965647142858,1404.1055676190476,26.143372109881074,1456.3923118388097,1351.8188233992855,1365.3413109411622,1
2003-10-08,1366.20105,1373.081055,1359.496948,1371.685059,1371.685059,4400.0,1375.102574142857,1400.5423817142857,24.613342153382245,1449.7690660210503,1351.3156974075212,1369.5704763137207,0
2003-10-09,1371.68103,1379.98999,1367.650024,1369.17395,1369.17395,5600.0,1372.102574142857,1396.7959042857142,22.501649991541388,1441.799204268797,1351.7926043026314,1369.306125437907,0
2003-10-10,1369.004028,1406.001953,1367.109009,1404.008057,1404.008057,12600.0,1373.4995817142856,1394.7284284761904,20.886001021686393,1436.5004305195632,1352.9564264328176,1392.4407464793023,1
2003-10-13,1405.328979,1411.880005,1397.692993,1399.657959,1399.657959,8400.0,1376.8377164285714,1393.2105713333333,19.495931371202218,1432.2024340757378,1354.2187085909288,1397.2522214931007,0
2003-10-14,1399.843018,1400.746948,1382.480957,1388.171997,1388.171997,6400.0,1379.313284857143,1391.4222354285714,18.31142787186555,1428.0450911723026,1354.7993796848402,1391.1987384977,-1
2003-10-15,1388.244995,1401.536987,1380.807983,1383.098022,1383.098022,6800.0,1383.2794364285712,1389.6614757619047,16.601580887002033,1422.8646375359087,1356.4583139879007,1385.7982608325667,-1
2003-10-16,1381.459961,1382.531982,1362.983032,1365.505005,1365.505005,5800.0,1383.042864142857,1386.9151901904763,15.003547485501159,1416.9222851614786,1356.908095219474,1372.2694236108555,-1
2003-10-17,1365.312988,1375.656006,1362.415039,1370.582031,1370.582031,5200.0,1382.8852887142857,1384.373384,14.20069533817756,1412.774774676355,1355.971993323645,1371.1444952036184,0
2003-10-20,1369.71106,1370.487061,1355.552002,1359.498047,1359.498047,5400.0,1381.503016857143,1382.0084344761906,14.708208161598671,1411.424850799388,1352.5920181529932,1363.3801964012061,-1
2003-10-21,1359.51001,1364.60498,1350.208008,1364.301025,1364.301025,7000.0,1375.8305837142857,1380.4256242857143,13.937739476188465,1408.3011032380912,1352.5501453333375,1363.9940821337352,0
2003-10-22,1366.10498,1403.100952,1363.092041,1398.01001,1398.01001,15000.0,1375.5951624285715,1380.040196,14.381169473386691,1408.8025349467732,1351.2778570532266,1386.6713673779116,1
2003-10-23,1398.587036,1407.390015,1384.639038,1386.652954,1386.652954,10000.0,1375.3781562857143,1379.8892880476192,14.252783616196464,1408.394855280012,1351.3837208152263,1386.6590917926371,-1
2003-10-24,1385.897949,1389.875,1376.713989,1381.829956,1381.829956,8800.0,1375.197004,1379.4771438095238,13.9868276037912,1407.4507990171062,1351.5034886019414,1383.439667930879,0
2003-10-27,1381.83606,1383.597046,1361.19104,1369.463013,1369.463013,8000.0,1375.7624337142859,1378.4339541904762,14.127223116707363,1406.688400423891,1350.1795079570616,1374.1218979769599,-1
2003-10-28,1365.998047,1382.597046,1356.488037,1369.324951,1369.324951,10200.0,1375.5828508571428,1377.8569045714287,13.972019184283397,1405.8009429399954,1349.912866202862,1370.9239333256535,0
2003-10-29,1372.345947,1375.910034,1344.422974,1361.487061,1361.487061,13200.0,1375.8669957142858,1376.4908622380954,13.793829816227456,1404.0785218705503,1348.9032026056404,1364.6326851085512,-1
2003-10-30,1360.017944,1360.067993,1340.291992,1344.633057,1344.633057,8800.0,1373.057286,1374.1291504761905,15.430213424498081,1404.9895773251867,1343.2687236271943,1351.2995997028504,-1
2003-10-31,1341.504028,1364.662964,1334.784058,1348.302979,1348.302979,10000.0,1365.9562815714287,1372.7963868095237,16.463124959842137,1405.722636729208,1339.8701368898394,1349.3018525676168,0
2003-11-03,1346.480957,1367.33606,1339.958008,1364.055054,1364.055054,10600.0,1362.728010142857,1372.4731504285714,16.08474160344918,1404.6426336354698,1340.303667221673,1359.1373201892056,1
2003-11-04,1363.957031,1412.910034,1363.901001,1389.545044,1389.545044,23800.0,1363.8301655714288,1374.102202,16.408399060606666,1406.9190001212135,1341.2854038787866,1379.4091360630684,1
