Date,Open,High,Low,Close,Adj Close,Volume,SMA,MACD,FASTK,FASTD,SLOWD,WILLER,ROC,RSI,CCI,ADX,OBV,CS
1999-02-23,89.0,90.0,87.875,88.46875,57.410664,9109200,86.33125,-1.7176406510756976,72.62569832402235,66.37192151639596,57.67435376805224,-16.78082191780822,5.950598802395213,52.75262101701288,117.87108445206123,18.907706427682925,3302000.0,0
1999-02-24,88.625,89.84375,86.5625,86.875,56.376446,8637400,86.88125,-1.624356497874743,36.30573248407643,68.54005750998435,65.39288275830826,-35.714285714285715,6.7588325652841785,48.21678731690759,63.538611925709596,17.135486589019344,-5335400.0,-1
1999-02-25,86.0,86.96875,84.65625,86.8125,56.335876,10469600,87.11875,-1.5377451926845254,40.35087719298246,49.76076933369373,61.55758278669136,-53.684210526315795,2.812731310140637,48.03681545912752,-74.06428885953312,16.776458135932156,-15805000.0,0
1999-02-26,85.5,85.9375,83.25,84.875,55.078579,14798000,86.68125,-1.606921575311162,24.074074074074073,33.576894583710974,50.625907142463035,-75.92592592592592,-4.90196078431373,42.564478503115694,-150.01527650473574,17.375005664421046,-30603000.0,-1
1999-03-01,84.75,84.75,82.5625,84.1875,54.632442,9590800,86.4625,-1.6976504041461595,21.84873949579832,28.757896920951605,37.36518694611879,-78.15126050420169,-2.532561505065123,40.734889074702906,-151.92249470178686,18.336501433395323,-40193800.0,-1
1999-03-02,85.25,85.46875,83.4375,83.875,54.429642,8743600,86.225,-1.7743165759781903,18.025751072961373,21.31618821427791,27.883659906313515,-82.3529411764706,-2.753623188405796,39.86936246135542,-100.96818810511773,18.442631148912447,-48937400.0,0
1999-03-03,84.25,84.46875,82.53125,83.375,54.105175,7743000,86.0375,-1.8540485729864287,19.014084507042256,19.629525025267302,23.234536720165625,-88.70292887029288,-2.1994134897360684,38.4181602705675,-109.89971478516932,19.161077041562528,-56680400.0,0
1999-03-04,86.75,88.5,85.0625,85.5,55.484169,21501000,85.875,-1.7258722336283796,49.73821989528796,28.926018491763852,23.290577243769707,-60.2510460251046,-1.86513629842181,47.450559966376936,18.719303122972878,18.154601617273258,-35179400.0,1
1999-03-05,86.9375,89.46875,86.875,89.1875,57.87711,11606200,86.2125,-1.3116215719247322,95.94594594594594,54.89941678275871,34.48498676659664,-10.878661087866108,3.932993445010924,59.03539481638398,92.97052154194978,17.87355182438557,-23573200.0,1
1999-03-08,89.3125,90.0,88.53125,89.4375,58.039352,7559800,86.259375,-0.9521759358671744,92.46861924686192,79.38426169603194,54.40323232351818,-7.531380753138075,0.5268703898840821,59.70457483876683,109.44539087639596,17.9608814100845,-16013400.0,0
1999-03-09,89.9375,92.4375,89.28125,91.09375,59.114155,10019000,86.521875,-0.5275854696013766,86.43533123028391,91.61663214103059,75.30010353994044,-13.56466876971609,2.96714941716707,64.0299040040233,141.0487041108665,19.42132131775295,-5994400.0,1
1999-03-10,90.8125,91.4375,90.125,90.75,58.89109,7009800,86.909375,-0.21633840378513014,77.11864406779661,85.34086484831414,85.44725289512557,-17.034700315457414,4.460431654676267,62.48322161388895,107.46734809767108,20.73571723465455,-13004200.0,0
1999-03-11,91.1875,92.96875,90.75,91.4375,59.337212,8591200,87.371875,0.08482483471803448,74.87179487179488,79.47525672329179,85.47758457087885,-14.67065868263473,5.327573794096474,64.39449547523431,100.7751937984495,22.704472907547903,-4413000.0,0
1999-03-12,91.34375,91.71875,89.0,89.0,57.755432,9683200,87.784375,0.12536782973083405,10.563380281690142,54.18460640709387,73.00024265956661,-38.02395209580838,4.860088365243009,53.63121967816223,48.55523505895422,22.66632372381968,-14096200.0,-1
1999-03-15,89.59375,91.15625,88.5625,91.0,59.053318,7902800,88.465625,0.3152477508407969,55.319148936170215,46.91810802988507,60.19265705342358,-18.862275449101798,8.092056421677807,59.762725457613506,48.5762144053597,22.209151420057317,-6193400.0,1
1999-03-16,91.0,91.75,90.09375,90.5,58.72884,6606000,89.128125,0.42053546395156616,43.97163120567376,36.61805347451136,45.90692263716344,-23.652694610778443,7.898658718330842,57.645324726249235,56.81562991241822,22.20347957489909,-12799400.0,0
1999-03-17,89.75,90.0,89.0,89.03125,57.775703,6915400,89.69375,0.38106816836653934,10.638297872340425,36.64302600472812,40.05972916970819,-49.802371541501984,6.784107946026996,51.670185241153874,-26.367790539706604,21.07374634075151,-19714800.0,-1
1999-03-18,88.75,88.875,86.46875,88.8125,57.633774,14505000,90.025,0.32835369839688155,44.37869822485207,32.99620910095541,35.4190961933983,-63.94230769230769,3.8742690058479523,50.79882981736594,-136.46532438478872,19.998790202605797,-34219800.0,0
1999-03-19,88.3125,89.0,84.0,84.28125,54.693249,19496800,89.534375,-0.07815597121920348,3.629032258064516,19.548676118418996,29.729303741367517,-96.86411149825784,-5.501051156271897,36.59502204348634,-209.0828336664449,20.571997789277837,-53716600.0,-1
1999-03-22,84.34375,85.25,83.3125,83.5,54.186283,11896600,88.940625,-0.4580777240954035,2.222222222222222,16.743317568379595,23.096067595918004,-98.05825242718447,-6.638714185883998,34.73447232221803,-177.72246870829318,21.462771936552386,-65613200.0,-1
1999-03-23,83.5,83.8125,82.0,82.6875,53.659027,10015000,88.1,-0.8153317729403398,8.59375,4.8150014934289045,13.702331726742502,-93.73219373219374,-9.228130360205833,32.80704835073582,-144.55559199737635,22.946515943847913,-75628200.0,-1
1999-03-24,84.0,85.25,83.25,84.75,54.997478,11821000,87.5,-0.9214102240531474,39.285714285714285,16.70056216931216,12.752960410373555,-74.92877492877493,-6.6115702479338845,41.90028747991401,-79.49569681413237,22.846597994737085,-63807200.0,1
1999-03-25,86.0,86.625,84.75,85.65625,55.585526,9828800,86.921875,-0.9217262729414983,52.232142857142854,33.3705357142857,18.295366459008925,-62.5,-6.322624743677374,45.50105078894298,-37.11535854683503,21.529247286798707,-53978400.0,1
1999-03-26,85.53125,87.9375,85.28125,86.1875,55.930271,8266400,86.640625,-0.8690909691025581,70.52631578947368,54.014724310776934,34.6952740647916,-57.05128205128205,-3.16011235955056,47.615661694409226,-8.513365067740919,19.466868860899304,-45712000.0,0
1999-03-29,87.5,89.375,87.1875,88.9375,57.714863,8098200,86.434375,-0.5985750932275664,94.0677966101695,72.27541841892868,53.2202261479971,-28.846153846153847,-2.2664835164835195,57.17325682193597,61.74830343344782,18.651705596463042,-37613800.0,1
1999-03-30,88.5,90.625,88.4375,89.28125,57.937954,7466800,86.3125,-0.35238943442833204,81.77966101694916,82.1245911388641,69.4715779561899,-15.579710144927537,-1.3466850828729227,58.23168555262935,104.54380225372653,18.735237444641804,-30147000.0,0
1999-03-31,90.0,90.75,88.25,88.625,57.512127,5835200,86.271875,-0.2078435258599427,64.58333333333334,80.14359698681731,78.1812021815367,-24.28571428571429,-0.45630045630045135,55.33100927463136,97.34578070657135,18.62969093896158,-35982200.0,-1
1999-04-01,88.65625,88.84375,87.34375,88.5,57.430969,5310800,86.240625,-0.10219822967833636,58.857142857142854,68.40671240247511,76.89163350938551,-25.714285714285715,-0.3518648838845895,54.75377493982073,61.733768589046306,17.65062849805107,-41293000.0,0
1999-04-05,89.5,91.96875,89.28125,91.96875,59.681969,9238400,87.009375,0.25844635541756134,100.0,74.48015873015872,74.34348937315038,-0.0,9.121245828698555,65.7657430995977,118.2037371910791,18.806950299292893,-32054600.0,1
1999-04-06,91.5625,93.375,91.09375,91.5,59.377781,8742800,87.809375,0.5006642342770959,68.9119170984456,75.92301998519613,72.93663037260998,-16.483516483516482,9.580838323353301,63.44717087982834,119.38135793707109,20.55917231373419,-40797400.0,0
1999-04-07,92.0,93.8125,89.53125,93.25,60.513412,11662000,88.865625,0.8243316409701578,91.30434782608697,86.73875497484418,79.04731123006634,-5.325443786982249,12.7739984882842,68.11075103893869,112.3905723905726,20.63113802397251,-29135400.0,1
1999-04-08,93.0,94.03125,91.15625,93.5,60.675671,8531000,89.740625,1.0884661431830125,92.05607476635514,84.09077989696256,82.25085161900095,-5.723905723905723,10.32448377581121,68.74373824987163,112.23557523367779,20.828811712468642,-20604400.0,0
1999-04-09,92.8125,94.03125,92.0,93.15625,60.452572,6111800,90.490625,1.2555833042536761,81.57894736842105,88.31312332028772,86.38088606403147,-10.0,8.755928493250643,66.72039555608421,94.85386408463367,21.00671803211516,-26716200.0,0
1999-04-12,91.75,91.8125,90.53125,91.71875,59.519749,8979800,91.04375,1.2575345466394765,48.611111111111114,74.08204441529575,82.16198254418198,-33.789954337899545,6.417693981145756,58.69347832013491,23.866773532817543,19.661624506557818,-35696000.0,-1
1999-04-13,92.0,92.0,89.96875,90.0,58.404404,6846400,91.15,1.1076241576638068,10.416666666666668,46.86890838206626,69.75469203921655,-60.2803738317757,1.194659170765977,50.60533520906995,-18.204142643603962,17.91705512424381,-42542400.0,-1
1999-04-14,91.375,91.9375,88.8125,89.6875,58.201576,7261000,91.190625,0.9526217257579219,16.766467065868266,25.264748281215333,48.738567026192435,-64.95327102803738,0.4550227511375571,49.23469019698438,-51.16809116809127,16.94476123695704,-49803400.0,0
1999-04-15,89.75,89.75,86.75,88.875,57.674313,8330400,91.215625,0.7555101711221681,29.184549356223176,18.789227696252684,30.30762811984474,-70.81545064377683,0.28208744710860323,45.66185432059589,-129.95430878758876,17.611586065303456,-58133800.0,-1
1999-04-16,88.75,88.75,85.0625,85.1875,55.281338,11928800,90.884375,0.2983086947423317,1.8018018018018016,15.917606074631061,19.990527350699676,-98.60627177700349,-3.742937853107342,33.428926000995496,-194.76875735360636,19.22353989336718,-70062600.0,-1
1999-04-19,85.4375,86.15625,82.03125,83.375,54.105175,15383600,90.025,-0.20788401404234946,13.47962382445141,14.821991660825445,16.50960847723638,-88.80208333333334,-9.344206591913018,29.162149490710743,-178.73444911841025,22.05993816358011,-85446200.0,-1
1999-04-20,83.5,84.875,81.5,84.875,55.078579,14716000,89.3625,-0.48244657489595966,32.33532934131737,15.872251655856843,15.537283130437766,-73.06733167082295,-7.240437158469948,36.60291311752947,-125.29550827423196,24.81775496934629,-70730200.0,1
1999-04-21,84.875,85.9375,82.5625,85.9375,55.768078,13161600,88.63125,-0.607303890950547,53.78787878787878,33.20094398454917,21.298395767077135,-64.58852867830424,-7.841823056300267,41.44375114790638,-80.23817548590044,26.10286750513451,-57568600.0,1
